,SMA temperature,Ambiente temperature,Force sensor,Control input,Temperature derivative
0,26.43,24.71,794.0,0.0,0.019
1,26.43,24.71,794.0,0.0,0.038
2,26.43,24.71,794.0,0.0,0.056999999999999995
3,26.43,24.71,794.0,0.0,0.076
4,26.23,24.71,794.0,0.0,0.095
5,26.23,24.71,795.0,0.0,0.114
6,26.23,24.71,795.0,0.0,0.133
7,26.23,24.71,794.0,0.0,0.152
8,26.23,24.71,794.0,0.0,0.17099999999999999
9,26.23,24.69,795.0,0.0,0.18999999999999997
10,26.23,24.69,794.0,0.0,0.20899999999999996
11,26.23,24.69,794.0,0.0,0.22799999999999995
12,26.15,24.69,794.0,0.0,0.24699999999999994
13,26.15,24.69,794.0,0.0,0.26599999999999996
14,26.15,24.69,794.0,0.0,0.285
15,26.15,24.69,795.0,0.0,0.304
16,26.15,24.69,794.0,0.0,0.323
17,26.15,24.69,794.0,0.0,0.342
18,26.15,24.69,794.0,0.0,0.36100000000000004
19,26.15,24.69,794.0,0.0,0.38000000000000006
20,26.15,24.69,794.0,0.0,0.3990000000000001
21,26.27,24.69,794.0,0.0,0.4180000000000001
22,26.27,24.69,794.0,0.0,0.4370000000000001
23,26.27,24.69,794.0,0.0,0.4560000000000001
24,26.27,24.69,794.0,0.0,0.47500000000000014
25,26.27,24.69,794.0,0.0,0.49400000000000016
26,26.27,24.67,794.0,0.0,0.5130000000000001
27,26.27,24.67,795.0,0.0,0.5320000000000001
28,26.27,24.67,794.0,0.0,0.5510000000000002
29,26.21,24.67,795.0,0.0,0.5700000000000002
30,26.21,24.67,794.0,0.0,0.5890000000000002
31,26.21,24.67,795.0,0.0,0.6080000000000002
32,26.21,24.67,794.0,0.0,0.6270000000000002
33,26.21,24.67,794.0,0.0,0.6460000000000002
34,26.21,24.67,794.0,0.0,0.6650000000000003
35,26.21,24.65,794.0,0.0,0.6840000000000003
36,26.21,24.65,794.0,0.0,0.7030000000000003
37,26.21,24.65,794.0,0.0,0.7220000000000003
38,26.21,24.65,794.0,0.0,0.7410000000000003
39,26.09,24.65,794.0,0.0,0.7600000000000003
40,26.09,24.65,794.0,0.0,0.7790000000000004
41,26.09,24.65,795.0,0.0,0.7980000000000004
42,26.09,24.67,794.0,0.0,0.8170000000000004
43,26.09,24.67,794.0,0.0,0.8360000000000004
44,26.09,24.67,794.0,0.0,0.8550000000000004
45,26.21,24.67,794.0,0.0,0.8740000000000004
46,26.21,24.67,794.0,0.0,0.8930000000000005
47,26.21,24.67,794.0,0.0,0.9120000000000005
48,26.21,24.67,795.0,0.0,0.9310000000000005
49,26.21,24.69,794.0,0.0,0.9500000000000005
50,26.21,24.69,794.0,0.0,0.9690000000000005
51,26.21,24.69,794.0,0.0,0.9880000000000005
52,26.17,24.69,794.0,0.0,1.0070000000000006
53,26.17,24.69,795.0,0.0,1.0260000000000005
54,26.17,24.69,794.0,0.0,1.0450000000000004
55,26.17,24.69,794.0,0.0,1.0640000000000003
56,26.17,24.69,794.0,0.0,1.0830000000000002
57,26.17,24.65,794.0,0.0,1.102
58,26.17,24.65,794.0,0.0,1.121
59,26.17,24.65,794.0,0.0,1.14
60,26.17,24.65,794.0,0.0,1.1589999999999998
61,25.99,24.65,794.0,0.0,1.14
62,25.99,24.65,794.0,0.0,1.121
63,25.99,24.65,794.0,0.0,1.102
64,25.99,24.65,794.0,0.0,1.0830000000000002
65,25.99,24.65,794.0,0.0,1.0640000000000003
66,25.99,24.65,794.0,0.0,1.0450000000000004
67,25.99,24.69,794.0,0.0,1.0260000000000005
68,25.99,24.69,794.0,0.0,1.0070000000000006
69,25.99,24.69,794.0,0.0,0.9880000000000005
70,26.09,24.69,794.0,0.0,1.0070000000000006
71,26.09,24.69,794.0,0.0,1.0260000000000005
72,26.09,24.69,794.0,0.0,1.0450000000000004
73,26.09,24.69,794.0,0.0,1.0640000000000003
74,26.09,24.69,794.0,0.0,1.0450000000000004
75,26.09,24.69,794.0,0.0,1.0260000000000005
76,26.09,24.69,794.0,0.0,1.0070000000000006
77,26.09,24.69,794.0,0.0,0.9880000000000005
78,26.09,24.69,794.0,0.0,0.9690000000000005
79,26.43,24.69,794.0,0.0,0.9880000000000005
80,26.43,24.69,794.0,0.0,1.0070000000000006
81,26.43,24.69,795.0,0.0,1.0260000000000005
82,26.43,24.69,794.0,0.0,1.0450000000000004
83,26.43,24.69,794.0,0.0,1.0640000000000003
84,26.43,24.69,794.0,0.0,1.0830000000000002
85,26.43,24.67,794.0,0.0,1.102
86,26.43,24.67,794.0,0.0,1.121
87,26.43,24.67,794.0,0.0,1.14
88,26.43,24.67,794.0,0.0,1.1589999999999998
89,26.05,24.67,794.0,0.0,1.14
90,26.05,24.67,794.0,0.0,1.121
91,26.05,24.67,794.0,0.0,1.102
92,26.05,24.67,794.0,0.0,1.0830000000000002
93,26.05,24.67,794.0,0.0,1.0640000000000003
94,26.05,24.67,794.0,0.0,1.0450000000000004
95,26.05,24.67,794.0,0.0,1.0260000000000005
96,26.05,24.67,794.0,0.0,1.0070000000000006
97,26.05,24.67,794.0,0.0,0.9880000000000005
98,26.29,24.67,794.0,0.0,1.0070000000000006
99,26.29,24.67,794.0,0.0,1.0260000000000005
100,26.29,24.67,795.0,0.0,1.0450000000000004
101,26.29,24.67,794.0,0.0,1.0640000000000003
102,26.29,24.67,794.0,0.0,1.0830000000000002
103,26.29,24.71,794.0,0.0,1.102
104,26.29,24.71,794.0,0.0,1.121
105,26.29,24.71,794.0,0.0,1.14
106,26.29,24.71,794.0,0.0,1.1589999999999998
107,26.53,24.71,794.0,0.0,1.1779999999999997
108,26.53,24.71,794.0,0.0,1.1969999999999996
109,26.53,24.71,794.0,0.0,1.2159999999999995
110,26.53,24.71,794.0,0.0,1.2349999999999994
111,26.53,24.71,794.0,0.0,1.2539999999999993
112,26.53,24.67,794.0,0.0,1.2729999999999992
113,26.53,24.67,794.0,0.0,1.2919999999999991
114,26.29,24.67,794.0,0.0,1.2729999999999992
115,26.29,24.67,794.0,0.0,1.2539999999999993
116,26.29,24.67,794.0,0.0,1.2349999999999994
117,26.29,24.67,794.0,0.0,1.2159999999999995
118,26.29,24.67,794.0,0.0,1.1969999999999996
119,26.29,24.67,794.0,0.0,1.1779999999999997
120,26.29,24.67,794.0,0.0,1.1589999999999998
121,26.29,24.67,794.0,0.0,1.14
122,26.21,24.67,795.0,0.0,1.121
123,26.21,24.67,794.0,0.0,1.102
124,26.21,24.67,794.0,0.0,1.0830000000000002
125,26.21,24.67,794.0,0.0,1.0640000000000003
126,26.21,24.67,794.0,0.0,1.0450000000000004
127,26.21,24.69,794.0,0.0,1.0260000000000005
128,26.21,24.69,794.0,0.0,1.0070000000000006
129,26.21,24.69,794.0,0.0,0.9880000000000005
130,26.31,24.69,794.0,0.0,1.0070000000000006
131,26.31,24.69,794.0,0.0,1.0260000000000005
132,26.31,24.69,794.0,0.0,1.0450000000000004
133,26.31,24.69,794.0,0.0,1.0640000000000003
134,26.31,24.69,794.0,0.0,1.0830000000000002
135,26.31,24.69,794.0,0.0,1.102
136,26.31,24.69,794.0,0.0,1.121
137,26.31,24.69,794.0,0.0,1.14
138,26.31,24.69,794.0,0.0,1.1589999999999998
139,26.31,24.69,794.0,0.0,1.1779999999999997
140,26.17,24.69,794.0,0.0,1.1589999999999998
141,26.17,24.69,795.0,0.0,1.14
142,26.17,24.69,794.0,0.0,1.121
143,26.17,24.69,794.0,0.0,1.102
144,26.17,24.69,794.0,0.0,1.0830000000000002
145,26.17,24.75,794.0,0.0,1.0640000000000003
146,26.17,24.75,794.0,0.0,1.0450000000000004
147,26.17,24.75,794.0,0.0,1.0260000000000005
148,26.17,24.75,794.0,0.0,1.0070000000000006
149,26.35,24.75,794.0,0.0,1.0260000000000005
150,26.35,24.75,794.0,0.0,1.0450000000000004
151,26.35,24.75,794.0,0.0,1.0640000000000003
152,26.35,24.75,794.0,0.0,1.0830000000000002
153,26.35,24.75,794.0,0.0,1.102
154,26.35,24.65,794.0,0.0,1.121
155,26.35,24.65,795.0,0.0,1.14
156,26.11,24.65,794.0,0.0,1.121
157,26.11,24.65,794.0,0.0,1.102
158,26.11,24.65,794.0,0.0,1.0830000000000002
159,26.11,24.65,794.0,0.0,1.0640000000000003
160,26.11,24.67,794.0,0.0,1.0450000000000004
161,26.11,24.67,794.0,0.0,1.0260000000000005
162,26.11,24.67,794.0,0.0,1.0070000000000006
163,25.87,24.67,795.0,0.0,0.9880000000000005
164,25.87,24.67,795.0,0.0,0.9690000000000005
165,25.87,24.67,794.0,0.0,0.9500000000000005
166,25.87,24.67,794.0,0.0,0.9310000000000005
167,25.87,24.67,795.0,0.0,0.9120000000000005
168,25.87,24.69,794.0,0.0,0.8930000000000005
169,25.87,24.69,795.0,0.0,0.8740000000000004
170,25.87,24.69,794.0,0.0,0.8550000000000004
171,26.27,24.69,795.0,0.0,0.8740000000000004
172,26.27,24.69,794.0,0.0,0.8930000000000005
173,26.27,24.69,794.0,0.0,0.9120000000000005
174,26.27,24.69,795.0,0.0,0.9310000000000005
175,26.27,24.71,795.0,0.0,0.9500000000000005
176,26.27,24.71,795.0,0.0,0.9690000000000005
177,26.27,24.71,794.0,0.0,0.9880000000000005
178,26.27,24.71,794.0,0.0,1.0070000000000006
179,26.09,24.71,794.0,0.0,0.9880000000000005
180,26.09,24.71,794.0,0.0,0.9690000000000005
181,26.09,24.71,794.0,0.0,0.9500000000000005
182,26.09,24.71,794.0,0.0,0.9310000000000005
183,26.09,24.71,794.0,0.0,0.9120000000000005
184,26.09,24.67,794.0,0.0,0.8930000000000005
185,26.09,24.67,794.0,0.0,0.8740000000000004
186,26.09,24.67,794.0,0.0,0.8550000000000004
187,26.05,24.67,794.0,0.0,0.8360000000000004
188,26.05,24.67,795.0,0.0,0.8170000000000004
189,26.05,24.67,795.0,0.0,0.7980000000000004
190,26.05,24.67,794.0,0.0,0.7790000000000004
191,26.05,24.67,795.0,0.0,0.7600000000000003
192,26.05,24.69,794.0,0.0,0.7410000000000003
193,26.05,24.69,795.0,0.0,0.7220000000000003
194,26.05,24.69,795.0,0.0,0.7030000000000003
195,26.17,24.69,795.0,0.0,0.7220000000000003
196,26.17,24.69,794.0,0.0,0.7410000000000003
197,26.17,24.69,794.0,0.0,0.7600000000000003
198,26.17,24.69,795.0,0.0,0.7790000000000004
199,26.17,24.69,794.0,0.0,0.7980000000000004
200,26.17,24.75,794.0,0.0,0.8170000000000004
201,26.17,24.75,794.0,0.0,0.8360000000000004
202,26.17,24.75,794.0,0.0,0.8550000000000004
203,26.17,24.75,794.0,0.0,0.8740000000000004
204,25.97,24.75,794.0,0.0,0.8550000000000004
205,25.97,24.75,794.0,0.0,0.8360000000000004
206,25.97,24.75,794.0,0.0,0.8170000000000004
207,25.97,24.75,795.0,0.0,0.7980000000000004
208,25.97,24.75,794.0,0.0,0.7790000000000004
209,25.97,24.75,794.0,0.0,0.7600000000000003
210,25.97,24.67,794.0,0.0,0.7410000000000003
211,25.97,24.67,794.0,0.0,0.7220000000000003
212,25.97,24.67,794.0,0.0,0.7030000000000003
213,26.21,24.67,794.0,0.0,0.7220000000000003
214,26.21,24.67,794.0,0.0,0.7410000000000003
215,26.21,24.67,795.0,0.0,0.7600000000000003
216,26.21,24.67,794.0,0.0,0.7790000000000004
217,26.21,24.65,794.0,0.0,0.7980000000000004
218,26.21,24.65,794.0,0.0,0.8170000000000004
219,25.93,24.65,794.0,0.0,0.7980000000000004
220,25.93,24.65,794.0,0.0,0.7790000000000004
221,25.93,24.65,794.0,0.0,0.7600000000000003
222,25.93,24.65,794.0,0.0,0.7410000000000003
223,25.93,24.65,794.0,0.0,0.7220000000000003
224,25.93,24.69,794.0,0.0,0.7030000000000003
225,25.93,24.69,794.0,0.0,0.6840000000000003
226,25.93,24.69,794.0,0.0,0.6650000000000003
227,25.93,24.69,794.0,0.0,0.6460000000000002
228,26.05,24.69,794.0,0.0,0.6650000000000003
229,26.05,24.69,794.0,0.0,0.6840000000000003
230,26.05,24.69,794.0,0.0,0.7030000000000003
231,26.05,24.69,794.0,0.0,0.7220000000000003
232,26.05,24.67,794.0,0.0,0.7410000000000003
233,26.05,24.67,794.0,0.0,0.7600000000000003
234,26.05,24.67,794.0,0.0,0.7410000000000003
235,26.05,24.67,794.0,0.0,0.7220000000000003
236,25.97,24.67,794.0,0.0,0.7030000000000003
237,25.97,24.67,794.0,0.0,0.6840000000000003
238,25.97,24.67,794.0,0.0,0.6650000000000003
239,25.97,24.67,794.0,0.0,0.6460000000000002
240,25.97,24.67,794.0,0.0,0.6270000000000002
241,25.97,24.71,794.0,0.0,0.6080000000000002
242,25.97,24.71,795.0,0.0,0.5890000000000002
243,25.97,24.71,794.0,0.0,0.5700000000000002
244,26.15,24.71,794.0,0.0,0.5890000000000002
245,26.15,24.71,794.0,0.0,0.6080000000000002
246,26.15,24.71,795.0,0.0,0.6270000000000002
